PRODUCTO,AÑO,MES,TIPOCOMPRA,HOSPITAL,TGL,CANTIDADCOMPRA
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2020,10,Concurso,0,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2020,10,Concurso,0,ALMACENABLE,200
APOSITO MALLADO C/ SILICONA-0,2020,10,Concurso,0,ALMACENABLE,70
APOSITO DE ESPUMA POLIURETANO-8,2020,10,Concurso,0,ALMACENABLE,40
APOSITO C/ CARBON Y PLATA-4,2020,10,Concurso,10,ALMACENABLE,90
APOSITO C/ CARBON Y PLATA-4,2020,10,Concurso,18,ALMACENABLE,180
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2020,10,Concurso,0,ALMACENABLE,100
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2021,10,Compra menor,18,ALMACENABLE,70
HIDROGEL-37,2021,10,Concurso,13,ALMACENABLE,300
APOSITO MALLADO C/ PARAFINA-38,2021,10,Concurso,13,ALMACENABLE,500
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,10,Concurso,13,ALMACENABLE,1000
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,10,Concurso,10,ALMACENABLE,130
APOSITO DE HIDROFIBRA  / CINTA-18,2022,10,Compra menor,18,TRANSITO,50
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2015,12,Compra menor,6,ALMACENABLE,30
APOSITO DE HIDROCOLOIDE-6,2015,12,Compra menor,10,ALMACENABLE,600
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2016,12,Concurso,0,ALMACENABLE,50
APOSITO DE HIDROFIBRA  / CINTA-18,2016,12,Compra menor,3,TRANSITO,30
APOSITO DE HIDROFIBRA  / CINTA-18,2016,12,Compra menor,11,TRANSITO,20
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2016,12,Concurso,18,ALMACENABLE,40
HIDROGEL-37,2016,12,Compra menor,0,ALMACENABLE,100
APOSITO MALLADO C/ PARAFINA-39,2016,12,Concurso,6,ALMACENABLE,220
APOSITO DE HIDROCOLOIDE-7,2017,12,Concurso,10,ALMACENABLE,70
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2017,12,Compra menor,10,ALMACENABLE,150
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2017,12,Compra menor,15,TRANSITO,128
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2020,12,Compra menor,18,ALMACENABLE,90
APOSITO DE HIDROCOLOIDE-7,2020,12,Concurso,18,ALMACENABLE,140
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2020,12,Concurso,0,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2020,12,Concurso,0,ALMACENABLE,100
HIDROGEL-37,2020,12,Concurso,0,ALMACENABLE,100
HIDROGEL-37,2020,12,Concurso,18,ALMACENABLE,90
APOSITO DE ESPUMA POLIURETANO-8,2020,12,Concurso,4,ALMACENABLE,120
APOSITO DE HIDROCOLOIDE-9,2020,12,Concurso,0,ALMACENABLE,1008
APOSITO DE FIBRAS DE POLIACRILATO-3,2020,12,Concurso,0,ALMACENABLE,80
APOSITO DE HIDROCOLOIDE-7,2020,12,Concurso,0,ALMACENABLE,50
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2020,12,Concurso,0,ALMACENABLE,100
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2021,12,Concurso,0,ALMACENABLE,50
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2021,12,Concurso,0,ALMACENABLE,120
APÓSITO TRANSPARENTE ADHESIVO-24,2021,12,Concurso,18,ALMACENABLE,1600
APÓSITO ABSORBENTE C/ ADHESIVO-23,2021,12,Concurso,4,ALMACENABLE,1200
APOSITO DE ESPUMA POLIURETANO-8,2021,12,Concurso,0,ALMACENABLE,150
APOSITO DE HIDROCOLOIDE-9,2021,12,Concurso,18,ALMACENABLE,207
APOSITO DE FIBRAS DE POLIACRILATO-3,2021,12,Concurso,0,ALMACENABLE,80
APOSITO ABSORBENTE S/ ADHESIVO-25,2021,12,Compra menor,10,ALMACENABLE,200
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,12,Compra menor,18,TRANSITO,12
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2021,12,Concurso,0,ALMACENABLE,150
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2021,12,Concurso,0,ALMACENABLE,100
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2022,12,Compra menor,11,TRANSITO,2
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2022,12,Compra menor,11,TRANSITO,6
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,12,Compra menor,0,ALMACENABLE,100
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,12,Compra menor,10,ALMACENABLE,220
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,12,Compra menor,18,ALMACENABLE,160
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2022,12,Concurso,18,ALMACENABLE,185
APOSITO DE HIDROCOLOIDE-3,2022,12,Concurso,18,ALMACENABLE,45
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2022,12,Concurso,0,ALMACENABLE,200
APÓSITO TRANSPARENTE ADHESIVO-20,2022,12,Concurso,18,ALMACENABLE,650
APOSITO DE FIBRAS DE POLIACRILATO-3,2022,12,Compra menor,13,ALMACENABLE,200
APOSITO MALLADO C/ PARAFINA-39,2022,12,Compra menor,10,ALMACENABLE,210
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2022,12,Concurso,10,ALMACENABLE,920
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2022,12,Concurso,0,ALMACENABLE,200
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,12,Compra menor,12,TRANSITO,12
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2022,12,Concurso,18,ALMACENABLE,40
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2022,12,Concurso,10,ALMACENABLE,490
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2022,12,Compra menor,13,ALMACENABLE,300
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,12,Compra menor,5,TRANSITO,200
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2015,1,Compra menor,0,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2015,1,Compra menor,0,ALMACENABLE,100
APÓSITO TRANSPARENTE ADHESIVO-24,2015,1,Compra menor,0,ALMACENABLE,800
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2015,1,Compra menor,0,ALMACENABLE,100
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2018,1,Compra menor,0,ALMACENABLE,50
APOSITO DE HIDROFIBRA  / CINTA-18,2018,1,Compra menor,10,TRANSITO,5
APÓSITO TRANSPARENTE ADHESIVO-24,2018,1,Compra menor,0,ALMACENABLE,1200
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2020,1,Compra menor,18,TRANSITO,1
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2020,1,Compra menor,4,ALMACENABLE,50
HIDROGEL-37,2020,1,Compra menor,0,ALMACENABLE,100
APÓSITO ABSORBENTE C/ ADHESIVO-22,2020,1,Concurso,0,ALMACENABLE,1280
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2020,1,Compra menor,10,ALMACENABLE,140
APOSITO ABSORBENTE S/ ADHESIVO-25,2020,1,Compra menor,0,ALMACENABLE,200
APOSITO C/ CARBON Y PLATA-4,2020,1,Concurso,18,ALMACENABLE,180
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2020,1,Compra menor,0,ALMACENABLE,100
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,2020,1,Compra menor,11,TRANSITO,5
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,2020,1,Compra menor,11,TRANSITO,5
APOSITO DE HIDROFIBRA  / CINTA-18,2015,2,Compra menor,10,TRANSITO,10
APOSITO DE HIDROCOLOIDE-9,2015,2,Compra menor,10,ALMACENABLE,48
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2016,2,Compra menor,18,ALMACENABLE,60
APOSITO DE HIDROCOLOIDE-3,2016,2,Compra menor,10,ALMACENABLE,200
APÓSITO ABSORBENTE C/ ADHESIVO-22,2016,2,Compra menor,18,ALMACENABLE,5120
APOSITO DE HIDROCOLOIDE-9,2016,2,Compra menor,0,ALMACENABLE,702
APOSITO C/ CARBON Y PLATA-4,2016,2,Compra menor,18,ALMACENABLE,180
TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,2017,2,Compra menor,10,ALMACENABLE,350
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2017,2,Compra menor,0,TRANSITO,50
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2017,2,Compra menor,0,TRANSITO,50
APOSITO DE HIDROCOLOIDE-3,2017,2,Concurso,10,ALMACENABLE,290
APÓSITO TRANSPARENTE ADHESIVO-20,2017,2,Compra menor,10,ALMACENABLE,1000
APOSITO DE ESPUMA POLIURETANO / SACRO-11,2017,2,Concurso,10,ALMACENABLE,100
APOSITO DE HIDROCOLOIDE-9,2017,2,Compra menor,18,ALMACENABLE,255
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2018,2,Compra menor,10,TRANSITO,10
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2018,2,Compra menor,10,ALMACENABLE,50
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2018,2,Compra menor,0,TRANSITO,50
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2018,2,Compra menor,18,TRANSITO,12
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2021,2,Compra menor,15,TRANSITO,7
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2021,2,Compra menor,10,ALMACENABLE,110
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2021,2,Concurso,10,ALMACENABLE,150
APOSITO MALLADO C/ PARAFINA-38,2021,2,Concurso,18,ALMACENABLE,170
APOSITO MALLADO C/ PARAFINA-38,2021,2,Concurso,10,ALMACENABLE,130
APOSITO DE ESPUMA POLIURETANO / SACRO-11,2021,2,Compra menor,10,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,2,Concurso,10,ALMACENABLE,140
APOSITO C/ CARBON Y PLATA-4,2021,2,Concurso,18,ALMACENABLE,180
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,2,Compra menor,12,TRANSITO,12
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2021,2,Concurso,18,ALMACENABLE,90
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2022,2,Compra menor,18,TRANSITO,10
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,2,Compra menor,0,ALMACENABLE,100
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,2,Compra menor,13,ALMACENABLE,10
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,2,Compra menor,4,ALMACENABLE,40
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2022,2,Compra menor,7,TRANSITO,40
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2022,2,Compra menor,7,TRANSITO,20
APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,2022,2,Compra menor,7,TRANSITO,5
APÓSITO ABSORBENTE C/ ADHESIVO-23,2022,2,Concurso,10,ALMACENABLE,600
APOSITO DE FIBRAS DE POLIACRILATO-3,2022,2,Concurso,18,ALMACENABLE,70
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,2,Concurso,10,TRANSITO,10
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,2022,2,Compra menor,7,TRANSITO,5
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,2022,2,Compra menor,7,TRANSITO,5
APOSITO DE HIDROCOLOIDE-7,2015,3,Compra menor,18,ALMACENABLE,180
APÓSITO ABSORBENTE C/ ADHESIVO-22,2015,3,Compra menor,18,ALMACENABLE,5120
APÓSITO ABSORBENTE C/ ADHESIVO-23,2015,3,Compra menor,0,ALMACENABLE,600
APÓSITO ABSORBENTE C/ ADHESIVO-23,2015,3,Compra menor,18,ALMACENABLE,1500
APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,2015,3,Compra menor,18,TRANSITO,350
APOSITO DE ESPUMA POLIURETANO-8,2015,3,Compra menor,10,ALMACENABLE,160
APOSITO DE ALGINATO C/ PLATA-6,2015,3,Compra menor,10,ALMACENABLE,110
APOSITO DE HIDROCOLOIDE-6,2015,3,Compra menor,10,ALMACENABLE,500
APOSITO DE ESPUMA POLIURETANO-8,2016,3,Compra menor,6,ALMACENABLE,60
APOSITO C/ CARBON Y PLATA-6,2017,3,Concurso,18,ALMACENABLE,300
APOSITO DE ESPUMA POLIURETANO-8,2017,3,Concurso,4,ALMACENABLE,90
APOSITO DE HIDROFIBRA  / CINTA-18,2018,3,Compra menor,18,TRANSITO,50
APOSITO DE HIDROCOLOIDE-3,2018,3,Concurso,10,ALMACENABLE,315
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2018,3,Compra menor,12,TRANSITO,12
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2020,3,Compra menor,18,TRANSITO,10
HIDROGEL-37,2020,3,Compra menor,13,ALMACENABLE,150
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2020,3,Compra menor,1,TRANSITO,10
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2020,3,Compra menor,10,ALMACENABLE,160
APÓSITO TRANSPARENTE ADHESIVO-20,2020,3,Compra menor,18,ALMACENABLE,600
APÓSITO TRANSPARENTE ADHESIVO-24,2020,3,Compra menor,10,ALMACENABLE,1600
APOSITO MALLADO C/ SILICONA-0,2020,3,Compra menor,0,ALMACENABLE,70
APOSITO DE FIBRAS DE POLIACRILATO-3,2020,3,Compra menor,10,ALMACENABLE,110
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2020,3,Compra menor,10,ALMACENABLE,200
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2020,3,Compra menor,10,ALMACENABLE,120
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2021,3,Concurso,10,ALMACENABLE,210
APOSITO DE HIDROCOLOIDE-3,2021,3,Concurso,10,ALMACENABLE,250
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2021,3,Compra menor,1,TRANSITO,5
APÓSITO TRANSPARENTE ADHESIVO-20,2021,3,Concurso,10,ALMACENABLE,1000
APOSITO MALLADO C/ PARAFINA-38,2021,3,Concurso,10,ALMACENABLE,130
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,3,Concurso,10,ALMACENABLE,130
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,2021,3,Compra menor,11,TRANSITO,5
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,3,Compra menor,10,ALMACENABLE,130
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2022,3,Compra menor,5,TRANSITO,10
APÓSITO TRANSPARENTE ADHESIVO-24,2022,3,Compra menor,18,ALMACENABLE,3600
APÓSITO TRANSPARENTE ADHESIVO-24,2022,3,Compra menor,10,ALMACENABLE,3600
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2022,3,Concurso,18,ALMACENABLE,40
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2018,4,Compra menor,11,TRANSITO,10
HIDROGEL-37,2018,4,Compra menor,13,ALMACENABLE,300
HIDROGEL-37,2018,4,Compra menor,18,ALMACENABLE,75
APOSITO C/ CARBON Y PLATA-6,2018,4,Compra menor,13,ALMACENABLE,600
APOSITO C/ CARBON Y PLATA-4,2018,4,Concurso,18,ALMACENABLE,170
APOSITO DE ESPUMA POLIURETANO-8,2019,4,Concurso,18,ALMACENABLE,130
APOSITO MALLADO C/ PARAFINA-38,2019,4,Concurso,18,ALMACENABLE,160
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2019,4,Compra menor,18,ALMACENABLE,4000
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2019,4,Compra menor,12,TRANSITO,12
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2019,4,Compra menor,10,ALMACENABLE,110
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2020,4,Compra menor,19,TRANSITO,3
APOSITO C/ CARBON Y PLATA-6,2020,4,Compra menor,18,ALMACENABLE,600
APOSITO MALLADO C/ PARAFINA-38,2020,4,Compra menor,0,ALMACENABLE,100
APOSITO DE FIBRAS DE POLIACRILATO-3,2020,4,Compra menor,0,ALMACENABLE,160
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2020,4,Compra menor,0,ALMACENABLE,50
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2020,4,Compra menor,12,TRANSITO,12
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2020,4,Compra menor,0,ALMACENABLE,100
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2020,4,Compra menor,0,ALMACENABLE,150
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2017,5,Compra menor,0,TRANSITO,50
HIDROGEL-37,2017,5,Compra menor,4,ALMACENABLE,30
APOSITO DE HIDROCOLOIDE-3,2017,5,Concurso,10,ALMACENABLE,300
APÓSITO TRANSPARENTE ADHESIVO-20,2017,5,Compra menor,4,ALMACENABLE,600
APOSITO C/ CARBON Y PLATA-6,2017,5,Concurso,0,ALMACENABLE,300
APOSITO DE HIDROCOLOIDE-7,2017,5,Concurso,10,ALMACENABLE,100
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2018,5,Compra menor,0,TRANSITO,50
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2018,5,Compra menor,0,TRANSITO,50
APOSITO DE HIDROCOLOIDE-7,2018,5,Concurso,10,ALMACENABLE,60
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2018,5,Compra menor,10,ALMACENABLE,200
APOSITO DE ESPUMA POLIURETANO-8,2018,5,Concurso,10,ALMACENABLE,200
APOSITO DE ESPUMA POLIURETANO / SACRO-11,2018,5,Compra menor,10,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2018,5,Compra menor,13,ALMACENABLE,500
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2018,5,Compra menor,18,TRANSITO,12
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2019,5,Compra menor,18,TRANSITO,10
APOSITO DE HIDROFIBRA  / CINTA-18,2019,5,Compra menor,3,TRANSITO,30
HIDROGEL-37,2019,5,Compra menor,4,ALMACENABLE,60
APÓSITO TRANSPARENTE ADHESIVO-20,2019,5,Compra menor,4,ALMACENABLE,400
APOSITO DE HIDROCOLOIDE-9,2019,5,Compra menor,0,ALMACENABLE,591
APOSITO DE HIDROCOLOIDE-9,2019,5,Compra menor,18,ALMACENABLE,204
APOSITO DE HIDROCOLOIDE-6,2019,5,Concurso,10,ALMACENABLE,660
APOSITO C/ CARBON Y PLATA-4,2019,5,Concurso,18,ALMACENABLE,170
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2019,5,Compra menor,4,ALMACENABLE,60
TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,2015,6,Compra menor,4,ALMACENABLE,350
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2015,6,Compra menor,0,ALMACENABLE,200
APOSITO DE HIDROCOLOIDE-7,2015,6,Compra menor,10,ALMACENABLE,75
APÓSITO ABSORBENTE C/ ADHESIVO-22,2015,6,Compra menor,6,ALMACENABLE,1280
APÓSITO ABSORBENTE C/ ADHESIVO-23,2015,6,Compra menor,18,ALMACENABLE,1800
APOSITO DE HIDROCOLOIDE-9,2015,6,Compra menor,10,ALMACENABLE,60
APOSITO MALLADO C/ PARAFINA-39,2015,6,Compra menor,6,ALMACENABLE,160
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2016,6,Compra menor,18,TRANSITO,2
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2016,6,Compra menor,0,ALMACENABLE,100
APOSITO DE HIDROCOLOIDE-7,2016,6,Compra menor,13,ALMACENABLE,350
APÓSITO TRANSPARENTE ADHESIVO-20,2016,6,Compra menor,4,ALMACENABLE,2000
APÓSITO TRANSPARENTE ADHESIVO-24,2016,6,Compra menor,18,ALMACENABLE,2800
APÓSITO TRANSPARENTE ADHESIVO-24,2016,6,Compra menor,4,ALMACENABLE,2800
APOSITO C/ CARBON Y PLATA-6,2016,6,Compra menor,13,ALMACENABLE,600
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2016,6,Compra menor,10,ALMACENABLE,1000
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2016,6,Compra menor,0,ALMACENABLE,200
APOSITO DE HIDROCOLOIDE-3,2017,6,Concurso,10,ALMACENABLE,300
APOSITO DE ESPUMA POLIURETANO-8,2017,6,Concurso,10,ALMACENABLE,200
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2017,6,Compra menor,0,ALMACENABLE,200
APOSITO DE HIDROFIBRA  / CINTA-18,2020,6,Compra menor,11,TRANSITO,5
APOSITO DE HIDROCOLOIDE-7,2020,6,Compra menor,10,ALMACENABLE,65
APÓSITO ABSORBENTE C/ ADHESIVO-22,2020,6,Concurso,18,ALMACENABLE,3200
APOSITO C/ CARBON Y PLATA-6,2020,6,Compra menor,13,ALMACENABLE,1200
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2020,6,Compra menor,10,ALMACENABLE,110
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2021,6,Compra menor,10,ALMACENABLE,130
APOSITO DE HIDROFIBRA  / CINTA-18,2021,6,Compra menor,12,TRANSITO,25
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2021,6,Concurso,0,ALMACENABLE,100
APÓSITO ABSORBENTE C/ ADHESIVO-22,2021,6,Concurso,10,ALMACENABLE,1200
HIDROGEL-37,2021,6,Concurso,13,ALMACENABLE,200
APOSITO DE ESPUMA POLIURETANO-8,2021,6,Concurso,0,ALMACENABLE,80
APOSITO DE HIDROCOLOIDE-9,2021,6,Concurso,4,ALMACENABLE,135
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,6,Concurso,10,ALMACENABLE,150
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,6,Concurso,13,ALMACENABLE,1000
APOSITO DE HIDROFIBRA  / CINTA-18,2022,6,Compra menor,18,TRANSITO,50
APOSITO DE HIDROFIBRA  / CINTA-18,2022,6,Compra menor,14,TRANSITO,50
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2022,6,Compra menor,7,TRANSITO,10
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2022,6,Compra menor,18,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2022,6,Compra menor,6,TRANSITO,25
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2022,6,Compra menor,18,TRANSITO,5
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2022,6,Concurso,0,ALMACENABLE,100
APÓSITO ABSORBENTE C/ ADHESIVO-22,2022,6,Concurso,10,ALMACENABLE,600
APÓSITO ABSORBENTE C/ ADHESIVO-23,2022,6,Concurso,18,ALMACENABLE,900
APOSITO DE ESPUMA POLIURETANO-8,2022,6,Concurso,0,ALMACENABLE,100
APOSITO DE FIBRAS DE POLIACRILATO-3,2022,6,Concurso,10,ALMACENABLE,210
APOSITO DE FIBRAS DE POLIACRILATO-3,2022,6,Concurso,0,ALMACENABLE,80
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2022,6,Concurso,0,ALMACENABLE,180
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2022,6,Concurso,0,ALMACENABLE,20
APOSITO DE HIDROCOLOIDE-7,2022,6,Concurso,0,ALMACENABLE,100
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2022,6,Concurso,0,ALMACENABLE,140
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2022,6,Concurso,18,ALMACENABLE,60
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,6,Concurso,12,TRANSITO,10
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,2022,6,Compra menor,11,TRANSITO,5
APOSITO MALLADO C/ PARAFINA-39,2015,7,Compra menor,6,ALMACENABLE,150
APOSITO C/ CARBON Y PLATA-4,2015,7,Compra menor,18,ALMACENABLE,250
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2018,7,Compra menor,17,TRANSITO,8
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2018,7,Compra menor,0,ALMACENABLE,60
APOSITO DE HIDROCOLOIDE-3,2018,7,Concurso,10,ALMACENABLE,300
APOSITO DE HIDROCOLOIDE-9,2018,7,Compra menor,4,ALMACENABLE,120
APOSITO DE HIDROCOLOIDE-9,2018,7,Compra menor,18,ALMACENABLE,207
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2018,7,Compra menor,4,ALMACENABLE,2000
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2018,7,Compra menor,18,TRANSITO,12
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2018,7,Compra menor,0,ALMACENABLE,60
